commodityName,stat_year,market_month,textbox2,textbox3,Textbox9,Textbox13,Textbox11
"Strawberries, export value and volume history by market year (Prepared or preserved )",2014,Mar,"1,305","1,323,554",1.01,"2,844","3,052,635"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2014,Apr,"1,396","1,461,248",1.05,"4,240","4,513,883"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2014,May,997,"991,408",0.99,"5,237","5,505,291"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2014,Jun,"1,591","1,591,855",1.00,"6,827","7,097,146"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2014,Jul,"1,177","1,359,888",1.15,"8,005","8,457,034"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2014,Aug,"1,218","1,073,213",0.88,"9,223","9,530,247"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2014,Sep,"3,126","1,146,317",0.37,"12,349","10,676,564"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2014,Oct,833,"989,192",1.19,"13,182","11,665,756"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2014,Nov,790,"857,690",1.09,"13,972","12,523,446"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2014,Dec,717,"808,813",1.13,"14,689","13,332,259"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2013,Jan,410,"543,209",1.33,410,"543,209"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2013,Feb,756,"787,431",1.04,"1,166","1,330,640"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2013,Mar,730,"722,777",0.99,"1,896","2,053,417"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2013,Apr,629,"773,884",1.23,"2,525","2,827,301"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2013,May,"1,370","1,325,739",0.97,"3,895","4,153,040"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2013,Jun,"1,311","1,079,824",0.82,"5,205","5,232,864"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2013,Jul,801,"935,310",1.17,"6,006","6,168,174"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2013,Aug,756,"848,562",1.12,"6,762","7,016,736"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2013,Sep,"1,025","950,327",0.93,"7,788","7,967,063"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2013,Oct,"2,136","1,476,966",0.69,"9,923","9,444,029"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2013,Nov,"1,144","977,874",0.85,"11,067","10,421,903"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2013,Dec,471,"620,224",1.32,"11,538","11,042,127"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2012,Jan,"1,454","1,204,300",0.83,"1,454","1,204,300"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2012,Feb,"1,536","1,704,126",1.11,"2,990","2,908,426"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2012,Mar,"2,071","1,717,114",0.83,"5,061","4,625,540"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2012,Apr,"1,941","1,439,771",0.74,"7,002","6,065,311"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2012,May,"3,275","2,396,422",0.73,"10,277","8,461,733"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2012,Jun,"2,836","2,084,369",0.74,"13,113","10,546,102"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2012,Jul,"1,432","1,247,027",0.87,"14,545","11,793,129"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2012,Aug,969,"894,347",0.92,"15,513","12,687,476"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2012,Sep,"2,002","1,358,448",0.68,"17,515","14,045,924"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2012,Oct,"1,495","1,187,610",0.79,"19,010","15,233,534"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2012,Nov,490,"680,925",1.39,"19,500","15,914,459"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2012,Dec,491,"518,423",1.06,"19,991","16,432,882"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2011,Jan,912,"870,816",0.96,912,"870,816"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2011,Feb,670,"676,283",1.01,"1,582","1,547,099"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2011,Mar,"1,884","1,619,887",0.86,"3,466","3,166,986"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2011,Apr,"1,358","1,225,314",0.90,"4,824","4,392,300"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2011,May,"1,601","1,372,093",0.86,"6,425","5,764,393"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2011,Jun,"1,781","1,366,397",0.77,"8,206","7,130,790"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2011,Jul,"3,933","2,708,224",0.69,"12,139","9,839,014"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2011,Aug,"1,034","1,106,813",1.07,"13,174","10,945,827"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2011,Sep,774,"853,565",1.10,"13,948","11,799,392"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2011,Oct,"1,208","1,043,693",0.86,"15,156","12,843,085"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2011,Nov,"1,320","1,144,953",0.87,"16,476","13,988,038"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2011,Dec,"1,395","1,089,168",0.78,"17,871","15,077,206"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2010,Jan,730,"711,451",0.97,730,"711,451"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2010,Feb,695,"736,811",1.06,"1,425","1,448,262"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2010,Mar,928,"907,521",0.98,"2,353","2,355,783"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2010,Apr,712,"798,348",1.12,"3,064","3,154,131"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2010,May,"1,269","1,104,095",0.87,"4,333","4,258,226"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2010,Jun,886,"935,051",1.06,"5,219","5,193,277"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2010,Jul,969,"929,786",0.96,"6,188","6,123,063"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2010,Aug,638,"801,844",1.26,"6,826","6,924,907"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2010,Sep,"1,378","1,085,193",0.79,"8,205","8,010,100"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2010,Oct,"3,327","2,115,792",0.64,"11,532","10,125,892"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2010,Nov,"1,271","991,322",0.78,"12,803","11,117,214"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2010,Dec,754,"687,241",0.91,"13,557","11,804,455"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2009,Jan,504,"506,703",1.01,504,"506,703"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2009,Feb,849,"894,925",1.05,"1,353","1,401,628"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2009,Mar,814,"897,682",1.10,"2,167","2,299,310"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2009,Apr,749,"835,705",1.12,"2,916","3,135,015"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2009,May,583,"585,109",1.00,"3,499","3,720,124"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2009,Jun,402,"475,985",1.19,"3,901","4,196,109"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2009,Jul,257,"305,563",1.19,"4,158","4,501,672"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2009,Aug,460,"538,921",1.17,"4,617","5,040,593"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2009,Sep,326,"386,596",1.18,"4,944","5,427,189"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2009,Oct,703,"747,229",1.06,"5,647","6,174,418"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2009,Nov,864,"747,795",0.87,"6,511","6,922,213"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2009,Dec,560,"513,075",0.92,"7,072","7,435,288"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2008,Jan,"2,448","1,960,511",0.80,"2,448","1,960,511"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2008,Feb,"2,458","1,946,930",0.79,"4,906","3,907,441"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2008,Mar,"2,074","1,685,148",0.81,"6,980","5,592,589"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2008,Apr,"1,032","933,374",0.90,"8,012","6,525,963"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2008,May,569,"605,700",1.06,"8,581","7,131,663"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2008,Jun,548,"542,996",0.99,"9,129","7,674,659"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2008,Jul,"1,122","1,251,649",1.12,"10,250","8,926,308"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2008,Aug,"1,031","856,924",0.83,"11,281","9,783,232"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2008,Sep,"1,170","965,344",0.83,"12,451","10,748,576"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2008,Oct,"1,043","961,269",0.92,"13,493","11,709,845"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2008,Nov,973,"906,577",0.93,"14,466","12,616,422"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2008,Dec,562,"617,599",1.10,"15,029","13,234,021"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2007,Jan,"1,243","1,066,791",0.86,"1,243","1,066,791"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2007,Feb,"1,133","967,820",0.85,"2,376","2,034,611"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2007,Mar,"1,094","921,201",0.84,"3,470","2,955,812"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2007,Apr,948,"838,571",0.88,"4,418","3,794,383"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2007,May,"1,405","1,133,989",0.81,"5,823","4,928,372"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2007,Jun,"1,536","1,296,051",0.84,"7,359","6,224,423"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2007,Jul,"1,047","948,603",0.91,"8,406","7,173,026"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2007,Aug,"1,525","1,206,991",0.79,"9,930","8,380,017"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2007,Sep,"1,736","1,443,115",0.83,"11,666","9,823,132"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2007,Oct,"1,842","1,478,952",0.80,"13,508","11,302,084"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2007,Nov,"1,633","1,107,970",0.68,"15,141","12,410,054"
